Subject,Sex,NativeLanguage,Word,Length,Class,RT
M1,F,English,apricot,7,plant,6.037871
M1,F,English,mustard,7,plant,6.182085
M1,F,English,walnut,6,plant,6.309918
M1,F,English,blueberry,9,plant,6.244167
M1,F,English,cucumber,8,plant,6.118097
M1,F,English,blackberry,10,plant,6.175867
M1,F,English,asparagus,9,plant,6.184149
M1,F,English,broccoli,8,plant,6.135565
M1,F,English,cat,3,animal,6.066108
M1,F,English,radish,6,plant,6.054439
M1,F,English,banana,6,plant,7.05445
M1,F,English,butterfly,9,animal,6.244167
M1,F,English,beetroot,8,plant,6.077642
M1,F,English,squirrel,8,animal,6.113682
M1,F,English,goat,4,animal,6.139885
M1,F,English,lemon,5,plant,6.139885
M1,F,English,woodpecker,10,animal,6.280396
M1,F,English,owl,3,animal,6.089045
M1,F,English,sheep,5,animal,6.077642
M1,F,English,fox,3,animal,6.033086
M1,F,English,peanut,6,plant,5.940171
M1,F,English,vulture,7,animal,6.326149
M1,F,English,bunny,5,animal,6.056784
M1,F,English,clove,5,plant,6.309918
M1,F,English,eggplant,8,plant,6.084499
M1,F,English,pig,3,animal,6.173786
M1,F,English,moose,5,animal,6.156979
M1,F,English,whale,5,animal,6.175867
M1,F,English,bee,3,animal,6.070738
M1,F,English,ant,3,animal,6.056784
M1,F,English,paprika,7,plant,6.293419
M1,F,English,avocado,7,plant,6.122493
M1,F,English,dog,3,animal,5.998937
M1,F,English,grape,5,plant,6.131226
M1,F,English,strawberry,10,plant,6.154858
M1,F,English,dolphin,7,animal,6.161207
M1,F,English,melon,5,plant,6.302619
M1,F,English,wasp,4,animal,6.329721
M2,F,Other,paprika,7,plant,6.848005
M2,F,Other,mustard,7,plant,6.575076
M2,F,Other,potato,6,plant,6.505784
M2,F,Other,grape,5,plant,6.444131
M2,F,Other,donkey,6,animal,6.444131
M2,F,Other,kiwi,4,plant,6.364751
M2,F,Other,crocodile,9,animal,6.828712
M2,F,Other,eggplant,8,plant,6.727432
M2,F,Other,clove,5,plant,6.413459
M2,F,Other,bat,3,animal,6.598509
M2,F,Other,chicken,7,animal,6.388561
M2,F,Other,cucumber,8,plant,6.475433
M2,F,Other,owl,3,animal,6.429719
M2,F,Other,lettuce,7,plant,6.280396
M2,F,Other,sheep,5,animal,6.361302
M2,F,Other,radish,6,plant,6.782192
M2,F,Other,wasp,4,animal,7.019297
M2,F,Other,avocado,7,plant,6.698268
M2,F,Other,frog,4,animal,6.284134
M2,F,Other,moose,5,animal,6.603944
M2,F,Other,tomato,6,plant,6.43935
M2,F,Other,reindeer,8,animal,7.002156
M2,F,Other,elephant,8,animal,6.768493
M2,F,Other,fox,3,animal,6.453625
M2,F,Other,spider,6,animal,6.476972
M2,F,Other,mouse,5,animal,6.282267
M2,F,Other,broccoli,8,plant,6.53814
M2,F,Other,pig,3,animal,6.242223
M2,F,Other,carrot,6,plant,6.280396
M2,F,Other,blueberry,9,plant,6.511745
M2,F,Other,olive,5,plant,6.309918
M2,F,Other,walnut,6,plant,6.674561
M2,F,Other,dog,3,animal,6.380123
M2,F,Other,pear,4,plant,6.313548
M2,F,Other,eagle,5,animal,6.257668
M2,F,Other,tortoise,8,animal,6.71174
M2,F,Other,bee,3,animal,6.336826
M2,F,Other,lemon,5,plant,6.542472
M2,F,Other,leek,4,plant,7.443664
M2,F,Other,hedgehog,8,animal,7.40367
M2,F,Other,asparagus,9,plant,6.680855
M2,F,Other,squirrel,8,animal,7.314553
M2,F,Other,whale,5,animal,6.648985
M2,F,Other,almond,6,plant,6.864848
M2,F,Other,beetroot,8,plant,6.769642
M2,F,Other,ant,3,animal,6.272877
M2,F,Other,swan,4,animal,6.472346
M2,F,Other,orange,6,plant,6.23637
M2,F,Other,snake,5,animal,6.298949
M2,F,Other,shark,5,animal,6.444131
M2,F,Other,camel,5,animal,6.297109
M2,F,Other,cherry,6,plant,6.2186
M2,F,Other,monkey,6,animal,6.257668
M2,F,Other,goose,5,animal,6.09357
M2,F,Other,melon,5,plant,6.340359
M2,F,Other,stork,5,animal,6.553933
M2,F,Other,gull,4,animal,6.862758
M2,F,Other,gherkin,7,plant,6.553933
M2,F,Other,horse,5,animal,6.421622
M2,F,Other,banana,6,plant,6.200509
M2,F,Other,butterfly,9,animal,6.380123
M2,F,Other,bunny,5,animal,6.679599
M2,F,Other,apple,5,plant,6.390241
M2,F,Other,strawberry,10,plant,6.44572
M2,F,Other,blackberry,10,plant,6.415097
M2,F,Other,mushroom,8,plant,6.322565
M2,F,Other,goat,4,animal,6.520621
M2,F,Other,squid,5,animal,6.39693
M2,F,Other,beaver,6,animal,6.388561
M2,F,Other,cat,3,animal,6.278521
M2,F,Other,mole,4,animal,6.293419
M2,F,Other,apricot,7,plant,6.562444
M2,F,Other,dolphin,7,animal,6.565265
M2,F,Other,magpie,6,animal,7.113142
M2,F,Other,vulture,7,animal,7.07327
M2,F,Other,peanut,6,plant,6.431331
M2,F,Other,woodpecker,10,animal,6.842683
M2,F,Other,pineapple,9,plant,6.285998
M2,F,Other,lion,4,animal,6.452049
P,F,Other,moose,5,animal,7.005789
P,F,Other,pineapple,9,plant,6.403574
P,F,Other,fox,3,animal,6.466145
P,F,Other,gull,4,animal,6.44254
P,F,Other,whale,5,animal,6.398595
P,F,Other,snake,5,animal,6.204558
P,F,Other,crocodile,9,animal,6.33328
P,F,Other,squirrel,8,animal,6.658011
P,F,Other,mustard,7,plant,6.380123
P,F,Other,eagle,5,animal,6.335054
P,F,Other,elephant,8,animal,6.302619
P,F,Other,apple,5,plant,6.152733
P,F,Other,cat,3,animal,6.259581
P,F,Other,almond,6,plant,6.249975
P,F,Other,lion,4,animal,6.278521
P,F,Other,cherry,6,plant,6.532334
P,F,Other,goat,4,animal,6.224558
P,F,Other,hedgehog,8,animal,6.795706
P,F,Other,sheep,5,animal,6.2186
P,F,Other,beetroot,8,plant,6.466145
P,F,Other,kiwi,4,plant,6.327937
P,F,Other,vulture,7,animal,6.758095
P,F,Other,pig,3,animal,6.388561
P,F,Other,clove,5,plant,6.467699
P,F,Other,avocado,7,plant,6.411818
P,F,Other,blackberry,10,plant,6.347389
P,F,Other,horse,5,animal,6.369901
P,F,Other,pear,4,plant,6.624065
P,F,Other,owl,3,animal,6.43615
P,F,Other,mole,4,animal,6.202536
P,F,Other,goose,5,animal,6.304449
P,F,Other,donkey,6,animal,6.423247
P,F,Other,bunny,5,animal,6.761573
P,F,Other,gherkin,7,plant,6.867974
P,F,Other,spider,6,animal,6.49224
P,F,Other,tortoise,8,animal,6.55108
P,F,Other,shark,5,animal,6.444131
P,F,Other,melon,5,plant,6.282267
P,F,Other,broccoli,8,plant,6.447306
P,F,Other,carrot,6,plant,6.352629
P,F,Other,leek,4,plant,6.642487
P,F,Other,magpie,6,animal,7.085901
P,F,Other,mushroom,8,plant,6.437752
P,F,Other,orange,6,plant,6.259581
P,F,Other,swan,4,animal,6.326149
P,F,Other,apricot,7,plant,6.270988
P,F,Other,paprika,7,plant,6.326149
P,F,Other,reindeer,8,animal,6.774224
P,F,Other,ant,3,animal,6.278521
P,F,Other,strawberry,10,plant,6.276643
P,F,Other,dog,3,animal,6.317165
P,F,Other,frog,4,animal,6.285998
P,F,Other,olive,5,plant,6.51323
P,F,Other,wasp,4,animal,6.359574
P,F,Other,butterfly,9,animal,6.498282
P,F,Other,lettuce,7,plant,6.297109
P,F,Other,potato,6,plant,6.171701
P,F,Other,peanut,6,plant,6.177944
P,F,Other,banana,6,plant,6.295266
P,F,Other,bee,3,animal,6.428105
P,F,Other,blueberry,9,plant,6.562444
P,F,Other,tomato,6,plant,6.327937
P,F,Other,walnut,6,plant,6.824374
P,F,Other,lemon,5,plant,6.364751
P,F,Other,stork,5,animal,6.937314
P,F,Other,mouse,5,animal,6.507278
P,F,Other,asparagus,9,plant,6.608001
P,F,Other,beaver,6,animal,6.483107
P,F,Other,chicken,7,animal,6.338594
P,F,Other,bat,3,animal,6.318968
P,F,Other,eggplant,8,plant,6.364751
P,F,Other,squid,5,animal,6.461468
P,F,Other,monkey,6,animal,6.317165
P,F,Other,dolphin,7,animal,6.452049
P,F,Other,woodpecker,10,animal,6.532334
P,F,Other,cucumber,8,plant,6.508769
P,F,Other,radish,6,plant,6.240276
P,F,Other,grape,5,plant,6.154858
P,F,Other,camel,5,animal,6.20859
R1,F,English,bee,3,animal,6.194405
R1,F,English,ant,3,animal,6.180017
R1,F,English,paprika,7,plant,6.40688
R1,F,English,monkey,6,animal,6.276643
R1,F,English,goose,5,animal,6.163315
R1,F,English,avocado,7,plant,6.336826
R1,F,English,camel,5,animal,6.257668
R1,F,English,bunny,5,animal,6.198479
R1,F,English,spider,6,animal,6.133398
R1,F,English,fox,3,animal,6.180017
R1,F,English,blackberry,10,plant,6.161207
R1,F,English,almond,6,plant,5.981414
R1,F,English,crocodile,9,animal,6.177944
R1,F,English,owl,3,animal,6.234411
R1,F,English,swan,4,animal,6.390241
R1,F,English,carrot,6,plant,6.274762
R1,F,English,goat,4,animal,6.198479
R1,F,English,mustard,7,plant,6.202536
R1,F,English,banana,6,plant,6.234411
R1,F,English,apricot,7,plant,6.276643
R1,F,English,hedgehog,8,animal,6.115892
R1,F,English,clove,5,plant,6.313548
R1,F,English,asparagus,9,plant,6.282267
R1,F,English,beaver,6,animal,6.650279
R1,F,English,reindeer,8,animal,6.33328
R1,F,English,lion,4,animal,6.391917
R1,F,English,chicken,7,animal,6.144186
R1,F,English,gherkin,7,plant,6.244167
R1,F,English,pineapple,9,plant,6.212606
R1,F,English,magpie,6,animal,6.514713
R1,F,English,gull,4,animal,6.50279
R1,F,English,cucumber,8,plant,6.289716
R1,F,English,squirrel,8,animal,6.408529
R1,F,English,cherry,6,plant,6.293419
R1,F,English,leek,4,plant,6.280396
R1,F,English,apple,5,plant,6.278521
R1,F,English,lettuce,7,plant,6.131226
R1,F,English,beetroot,8,plant,7.425358
R1,F,English,potato,6,plant,6.44572
R1,F,English,vulture,7,animal,6.633318
R1,F,English,pear,4,plant,6.93537
R1,F,English,donkey,6,animal,6.39693
R1,F,English,mole,4,animal,6.6995
R1,F,English,wasp,4,animal,6.298949
R1,F,English,walnut,6,plant,6.315358
R1,F,English,grape,5,plant,6.272877
R1,F,English,tomato,6,plant,6.200509
R1,F,English,butterfly,9,animal,6.322565
R1,F,English,radish,6,plant,6.263398
R1,F,English,melon,5,plant,6.232448
R1,F,English,dog,3,animal,6.368187
R1,F,English,broccoli,8,plant,6.171701
R1,F,English,bat,3,animal,6.562444
R1,F,English,pig,3,animal,6.335054
R1,F,English,mouse,5,animal,6.228511
R1,F,English,eagle,5,animal,6.144186
R1,F,English,shark,5,animal,6.226537
R1,F,English,tortoise,8,animal,6.265301
R1,F,English,snake,5,animal,6.361302
R1,F,English,stork,5,animal,6.514713
R1,F,English,squid,5,animal,6.297109
R1,F,English,horse,5,animal,6.280396
R1,F,English,cat,3,animal,6.52503
R1,F,English,peanut,6,plant,6.173786
R1,F,English,olive,5,plant,6.291569
R1,F,English,strawberry,10,plant,6.315358
R1,F,English,whale,5,animal,6.287859
R1,F,English,sheep,5,animal,6.165418
R1,F,English,lemon,5,plant,6.300786
R1,F,English,moose,5,animal,6.09131
R1,F,English,woodpecker,10,animal,6.135565
R1,F,English,kiwi,4,plant,6.274762
R1,F,English,eggplant,8,plant,6.302619
R1,F,English,orange,6,plant,6.490724
R1,F,English,mushroom,8,plant,6.212606
R1,F,English,elephant,8,animal,6.200509
R1,F,English,blueberry,9,plant,6.171701
R1,F,English,frog,4,animal,6.025866
R1,F,English,dolphin,7,animal,6.263398
R2,M,English,whale,5,animal,6.410175
R2,M,English,banana,6,plant,6.423247
R2,M,English,woodpecker,10,animal,6.510258
R2,M,English,shark,5,animal,6.349139
R2,M,English,hedgehog,8,animal,6.51323
R2,M,English,snake,5,animal,6.398595
R2,M,English,strawberry,10,plant,6.410175
R2,M,English,leek,4,plant,6.359574
R2,M,English,lemon,5,plant,6.302619
R2,M,English,camel,5,animal,6.669498
R2,M,English,dolphin,7,animal,6.447306
R2,M,English,crocodile,9,animal,6.618739
R2,M,English,cat,3,animal,6.352629
R2,M,English,reindeer,8,animal,6.54103
R2,M,English,donkey,6,animal,6.287859
R2,M,English,mushroom,8,plant,6.390241
R2,M,English,elephant,8,animal,6.405228
R2,M,English,chicken,7,animal,6.356108
R2,M,English,apricot,7,plant,6.311735
R2,M,English,bat,3,animal,6.315358
R2,M,English,beetroot,8,plant,6.393591
R2,M,English,monkey,6,animal,6.55108
R2,M,English,swan,4,animal,6.582025
R2,M,English,orange,6,plant,6.642487
R2,M,English,blueberry,9,plant,6.927558
R2,M,English,pig,3,animal,6.405228
R2,M,English,melon,5,plant,6.666957
R2,M,English,horse,5,animal,6.646391
R2,M,English,kiwi,4,plant,6.591674
R2,M,English,tomato,6,plant,6.50129
R2,M,English,carrot,6,plant,6.536692
R2,M,English,sheep,5,animal,6.434547
R2,M,English,wasp,4,animal,6.50129
R2,M,English,mustard,7,plant,6.347389
R2,M,English,moose,5,animal,6.461468
R2,M,English,spider,6,animal,6.565265
R2,M,English,radish,6,plant,6.416732
R2,M,English,cherry,6,plant,6.352629
R2,M,English,squid,5,animal,6.532334
R2,M,English,tortoise,8,animal,6.584791
R2,M,English,pineapple,9,plant,6.398595
R2,M,English,bee,3,animal,6.272877
R2,M,English,peanut,6,plant,6.584791
R2,M,English,ant,3,animal,6.385194
R2,M,English,pear,4,plant,6.408529
R2,M,English,walnut,6,plant,6.72022
R2,M,English,paprika,7,plant,6.690842
R2,M,English,potato,6,plant,6.505784
R2,M,English,lion,4,animal,6.424869
R2,M,English,fox,3,animal,6.369901
R2,M,English,goat,4,animal,6.49224
R2,M,English,clove,5,plant,6.822197
R2,M,English,bunny,5,animal,6.467699
R2,M,English,olive,5,plant,6.238325
R2,M,English,owl,3,animal,6.378426
R2,M,English,squirrel,8,animal,6.461468
R2,M,English,gull,4,animal,6.5525080000000004
R2,M,English,gherkin,7,plant,6.65544
R2,M,English,dog,3,animal,6.300786
R2,M,English,lettuce,7,plant,6.903747
R2,M,English,vulture,7,animal,6.605298
R2,M,English,eagle,5,animal,6.447306
R2,M,English,cucumber,8,plant,6.577861
R2,M,English,broccoli,8,plant,6.388561
R2,M,English,beaver,6,animal,6.39693
R2,M,English,grape,5,plant,6.401917
R2,M,English,frog,4,animal,6.380123
R2,M,English,stork,5,animal,6.584791
R2,M,English,magpie,6,animal,6.419995
R2,M,English,butterfly,9,animal,6.475433
R2,M,English,mole,4,animal,6.322565
R2,M,English,blackberry,10,plant,6.632002
R2,M,English,eggplant,8,plant,6.284134
R2,M,English,asparagus,9,plant,6.561031
R2,M,English,almond,6,plant,6.47851
R2,M,English,mouse,5,animal,6.350886
R2,M,English,apple,5,plant,6.142037
R2,M,English,avocado,7,plant,6.476972
R2,M,English,goose,5,animal,6.331502
R3,M,English,camel,5,animal,6.799056
R3,M,English,lemon,5,plant,6.345636
R3,M,English,hedgehog,8,animal,6.265301
R3,M,English,dog,3,animal,6.047372
R3,M,English,whale,5,animal,6.302619
R3,M,English,tortoise,8,animal,6.693324
R3,M,English,mole,4,animal,6.693324
R3,M,English,vulture,7,animal,6.835185
R3,M,English,almond,6,plant,6.329721
R3,M,English,mushroom,8,plant,6.293419
R3,M,English,lion,4,animal,6.345636
R3,M,English,reindeer,8,animal,6.329721
R3,M,English,bunny,5,animal,6.126869
R3,M,English,squid,5,animal,6.473891
R3,M,English,mustard,7,plant,6.635947
R3,M,English,eagle,5,animal,6.188264
R3,M,English,spider,6,animal,6.234411
R3,M,English,peanut,6,plant,6.313548
R3,M,English,goat,4,animal,6.212606
R3,M,English,olive,5,plant,6.591674
R3,M,English,butterfly,9,animal,6.687109
R3,M,English,blueberry,9,plant,6.871091
R3,M,English,clove,5,plant,6.614726
R3,M,English,blackberry,10,plant,6.582025
R3,M,English,radish,6,plant,6.533789
R3,M,English,donkey,6,animal,6.49224
R3,M,English,lettuce,7,plant,6.400257
R3,M,English,avocado,7,plant,6.393591
R3,M,English,sheep,5,animal,6.472346
R3,M,English,tomato,6,plant,6.150603
R3,M,English,asparagus,9,plant,6.626718
R3,M,English,leek,4,plant,6.2186
R3,M,English,owl,3,animal,6.472346
R3,M,English,apricot,7,plant,6.347389
R3,M,English,frog,4,animal,6.480045
R3,M,English,bee,3,animal,6.347389
R3,M,English,crocodile,9,animal,6.884487
R3,M,English,carrot,6,plant,6.481577
R3,M,English,cherry,6,plant,6.335054
R3,M,English,mouse,5,animal,6.202536
R3,M,English,cat,3,animal,6.375025
R3,M,English,beaver,6,animal,6.381816
R3,M,English,bat,3,animal,6.175867
R3,M,English,melon,5,plant,6.543912
R3,M,English,kiwi,4,plant,6.180017
R3,M,English,moose,5,animal,6.569481
R3,M,English,apple,5,plant,6.331502
R3,M,English,orange,6,plant,6.059123
R3,M,English,monkey,6,animal,6.150603
R3,M,English,stork,5,animal,6.356108
R3,M,English,wasp,4,animal,6.584791
R3,M,English,goose,5,animal,6.57368
R3,M,English,pear,4,plant,6.274762
R3,M,English,elephant,8,animal,6.375025
R3,M,English,potato,6,plant,6.583409
R3,M,English,gherkin,7,plant,6.498282
R3,M,English,snake,5,animal,6.461468
R3,M,English,pineapple,9,plant,6.376727
R3,M,English,swan,4,animal,6.46925
R3,M,English,chicken,7,animal,6.263398
R3,M,English,pig,3,animal,6.163315
R3,M,English,horse,5,animal,6.184149
R3,M,English,gull,4,animal,6.40688
R3,M,English,banana,6,plant,6.175867
R3,M,English,eggplant,8,plant,6.226537
R3,M,English,woodpecker,10,animal,6.276643
R3,M,English,broccoli,8,plant,6.464588
R3,M,English,shark,5,animal,6.139885
R3,M,English,grape,5,plant,6.196444
R3,M,English,cucumber,8,plant,6.660575
R3,M,English,paprika,7,plant,6.447306
R3,M,English,magpie,6,animal,6.393591
R3,M,English,beetroot,8,plant,6.388561
R3,M,English,dolphin,7,animal,6.165418
R3,M,English,walnut,6,plant,6.481577
R3,M,English,strawberry,10,plant,6.253829
R3,M,English,fox,3,animal,6.267201
R3,M,English,squirrel,8,animal,6.34388
R3,M,English,ant,3,animal,6.167516
S,F,English,bee,3,animal,6.118097
S,F,English,apple,5,plant,6.161207
S,F,English,moose,5,animal,6.25575
S,F,English,beaver,6,animal,6.230481
S,F,English,eggplant,8,plant,6.234411
S,F,English,tortoise,8,animal,6.285998
S,F,English,blackberry,10,plant,6.23637
S,F,English,strawberry,10,plant,6.142037
S,F,English,spider,6,animal,6.224558
S,F,English,tomato,6,plant,6.329721
S,F,English,mouse,5,animal,6.663133
S,F,English,mole,4,animal,6.357842
S,F,English,squirrel,8,animal,6.605298
S,F,English,sheep,5,animal,6.418365
S,F,English,magpie,6,animal,6.921658
S,F,English,vulture,7,animal,6.973543
S,F,English,carrot,6,plant,6.190315
S,F,English,leek,4,plant,6.265301
S,F,English,blueberry,9,plant,6.452049
S,F,English,broccoli,8,plant,6.282267
S,F,English,asparagus,9,plant,6.869014
S,F,English,monkey,6,animal,6.291569
S,F,English,squid,5,animal,6.926577
S,F,English,eagle,5,animal,6.508769
S,F,English,clove,5,plant,6.543912
S,F,English,apricot,7,plant,6.383507
S,F,English,crocodile,9,animal,7.142037
S,F,English,paprika,7,plant,6.638568
S,F,English,peanut,6,plant,6.324359
S,F,English,horse,5,animal,6.43615
S,F,English,banana,6,plant,6.385194
S,F,English,pineapple,9,plant,6.472346
S,F,English,kiwi,4,plant,6.347389
S,F,English,butterfly,9,animal,6.621406
S,F,English,orange,6,plant,6.238325
S,F,English,olive,5,plant,6.261492
S,F,English,cucumber,8,plant,6.309918
S,F,English,bat,3,animal,6.315358
S,F,English,dog,3,animal,6.398595
S,F,English,mushroom,8,plant,6.665684
S,F,English,mustard,7,plant,6.423247
S,F,English,shark,5,animal,6.458338
S,F,English,dolphin,7,animal,6.535241
S,F,English,fox,3,animal,6.315358
S,F,English,goose,5,animal,6.308098
S,F,English,ant,3,animal,6.190315
S,F,English,stork,5,animal,6.388561
S,F,English,wasp,4,animal,6.347389
S,F,English,cherry,6,plant,6.240276
S,F,English,lettuce,7,plant,6.228511
S,F,English,snake,5,animal,6.169611
S,F,English,radish,6,plant,6.318968
S,F,English,camel,5,animal,6.142037
S,F,English,avocado,7,plant,6.661855
S,F,English,whale,5,animal,6.375025
S,F,English,lion,4,animal,6.109248
S,F,English,owl,3,animal,6.359574
S,F,English,pig,3,animal,6.388561
S,F,English,woodpecker,10,animal,6.192362
S,F,English,reindeer,8,animal,6.198479
S,F,English,lemon,5,plant,6.378426
S,F,English,donkey,6,animal,6.280396
S,F,English,swan,4,animal,6.148468
S,F,English,walnut,6,plant,6.416732
S,F,English,goat,4,animal,6.356108
S,F,English,almond,6,plant,6.291569
S,F,English,pear,4,plant,6.356108
S,F,English,frog,4,animal,6.089045
S,F,English,beetroot,8,plant,6.188264
S,F,English,elephant,8,animal,6.135565
S,F,English,chicken,7,animal,6.025866
S,F,English,bunny,5,animal,6.582025
S,F,English,potato,6,plant,6.120297
S,F,English,gull,4,animal,6.400257
S,F,English,grape,5,plant,6.2186
S,F,English,hedgehog,8,animal,6.429719
S,F,English,cat,3,animal,6.318968
S,F,English,gherkin,7,plant,6.612041
S,F,English,melon,5,plant,6.391917
T1,F,English,chicken,7,animal,6.204558
T1,F,English,cat,3,animal,6.240276
T1,F,English,avocado,7,plant,6.375025
T1,F,English,tomato,6,plant,6.715383
T1,F,English,broccoli,8,plant,6.357842
T1,F,English,eggplant,8,plant,6.300786
T1,F,English,almond,6,plant,6.326149
T1,F,English,eagle,5,animal,6.413459
T1,F,English,strawberry,10,plant,6.342121
T1,F,English,kiwi,4,plant,6.177944
T1,F,English,mouse,5,animal,6.295266
T1,F,English,stork,5,animal,6.74876
T1,F,English,gherkin,7,plant,6.680855
T1,F,English,goose,5,animal,6.276643
T1,F,English,blackberry,10,plant,6.45047
T1,F,English,woodpecker,10,animal,6.593045
T1,F,English,lion,4,animal,6.188264
T1,F,English,spider,6,animal,6.39693
T1,F,English,hedgehog,8,animal,6.507278
T1,F,English,olive,5,plant,6.340359
T1,F,English,dolphin,7,animal,6.381816
T1,F,English,butterfly,9,animal,6.452049
T1,F,English,monkey,6,animal,6.249975
T1,F,English,goat,4,animal,6.306275
T1,F,English,clove,5,plant,6.745236
T1,F,English,mustard,7,plant,6.452049
T1,F,English,magpie,6,animal,6.278521
T1,F,English,blueberry,9,plant,6.113682
T1,F,English,whale,5,animal,6.326149
T1,F,English,reindeer,8,animal,7.125283
T1,F,English,lemon,5,plant,6.261492
T1,F,English,melon,5,plant,6.424869
T1,F,English,apricot,7,plant,6.487684
T1,F,English,orange,6,plant,6.472346
T1,F,English,owl,3,animal,6.393591
T1,F,English,bee,3,animal,6.70196
T1,F,English,bunny,5,animal,6.40688
T1,F,English,horse,5,animal,6.253829
T1,F,English,leek,4,plant,6.562444
T1,F,English,potato,6,plant,6.003887
T1,F,English,carrot,6,plant,6.196444
T1,F,English,frog,4,animal,6.381816
T1,F,English,walnut,6,plant,6.338594
T1,F,English,squid,5,animal,6.291569
T1,F,English,apple,5,plant,6.329721
T1,F,English,pineapple,9,plant,6.361302
T1,F,English,dog,3,animal,6.212606
T1,F,English,fox,3,animal,6.369901
T1,F,English,tortoise,8,animal,6.424869
T1,F,English,gull,4,animal,6.597146
T1,F,English,sheep,5,animal,6.192362
T1,F,English,wasp,4,animal,6.45047
T1,F,English,donkey,6,animal,6.324359
T1,F,English,asparagus,9,plant,6.424869
T1,F,English,beetroot,8,plant,6.317165
T1,F,English,bat,3,animal,6.084499
T1,F,English,ant,3,animal,6.326149
T1,F,English,vulture,7,animal,6.584791
T1,F,English,radish,6,plant,6.335054
T1,F,English,squirrel,8,animal,6.496775
T1,F,English,mole,4,animal,6.388561
T1,F,English,banana,6,plant,6.269096
T1,F,English,moose,5,animal,6.184149
T1,F,English,peanut,6,plant,6.188264
T1,F,English,shark,5,animal,6.200509
T1,F,English,camel,5,animal,6.309918
T1,F,English,swan,4,animal,6.388561
T1,F,English,paprika,7,plant,6.517671
T1,F,English,crocodile,9,animal,6.408529
T1,F,English,snake,5,animal,6.073045
T1,F,English,pear,4,plant,6.318968
T1,F,English,cucumber,8,plant,6.45677
T1,F,English,elephant,8,animal,6.33328
T1,F,English,beaver,6,animal,6.180017
T1,F,English,lettuce,7,plant,6.214608
T1,F,English,grape,5,plant,6.287859
T1,F,English,cherry,6,plant,6.102559
T1,F,English,pig,3,animal,6.293419
T1,F,English,mushroom,8,plant,6.173786
T2,F,Other,reindeer,8,animal,7.2086
T2,F,Other,blueberry,9,plant,7.198184
T2,F,Other,horse,5,animal,6.846943
T2,F,Other,radish,6,plant,6.829794
T2,F,Other,beaver,6,animal,7.007601
T2,F,Other,banana,6,plant,6.822197
T2,F,Other,moose,5,animal,6.763885
T2,F,Other,squirrel,8,animal,6.971669
T2,F,Other,gherkin,7,plant,7.587311
T2,F,Other,butterfly,9,animal,6.821107
T2,F,Other,whale,5,animal,7.037906
T2,F,Other,blackberry,10,plant,6.835185
T2,F,Other,melon,5,plant,6.630683
T2,F,Other,spider,6,animal,6.890609
T2,F,Other,dog,3,animal,6.602588
T2,F,Other,pear,4,plant,6.725034
T2,F,Other,tortoise,8,animal,7.017506
T2,F,Other,kiwi,4,plant,6.57368
T2,F,Other,peanut,6,plant,6.969791
T2,F,Other,beetroot,8,plant,7.032624
T2,F,Other,squid,5,animal,6.848005
T2,F,Other,magpie,6,animal,6.805723
T2,F,Other,mole,4,animal,6.966024
T2,F,Other,walnut,6,plant,6.81564
T2,F,Other,olive,5,plant,6.731018
T2,F,Other,camel,5,animal,6.993015
T2,F,Other,monkey,6,animal,6.768493
T2,F,Other,cat,3,animal,6.476972
T2,F,Other,pineapple,9,plant,6.940222
T2,F,Other,lemon,5,plant,6.371612
T2,F,Other,pig,3,animal,6.526495
T2,F,Other,wasp,4,animal,7.03966
T2,F,Other,mustard,7,plant,6.849066
T2,F,Other,strawberry,10,plant,6.884487
T2,F,Other,shark,5,animal,6.814543
T2,F,Other,dolphin,7,animal,7.014814
T2,F,Other,hedgehog,8,animal,6.874198
T2,F,Other,vulture,7,animal,7.224025
T2,F,Other,goose,5,animal,6.886532
T2,F,Other,swan,4,animal,6.768493
T2,F,Other,lion,4,animal,6.568078
T2,F,Other,eggplant,8,plant,6.900731
T2,F,Other,paprika,7,plant,7.117206
T2,F,Other,woodpecker,10,animal,7.055313
T2,F,Other,tomato,6,plant,6.716595
T2,F,Other,gull,4,animal,6.590301
T2,F,Other,broccoli,8,plant,6.654153
T2,F,Other,clove,5,plant,6.566672
T2,F,Other,bat,3,animal,6.493754
T2,F,Other,apple,5,plant,6.511745
T2,F,Other,apricot,7,plant,6.781058
T2,F,Other,crocodile,9,animal,6.811244
T2,F,Other,almond,6,plant,6.877296
T2,F,Other,cucumber,8,plant,6.813445
T2,F,Other,lettuce,7,plant,6.719013
T2,F,Other,orange,6,plant,6.754604
T2,F,Other,grape,5,plant,6.795706
T2,F,Other,eagle,5,animal,7.053586
T2,F,Other,frog,4,animal,6.582025
T2,F,Other,goat,4,animal,6.812345
T2,F,Other,potato,6,plant,6.872128
T2,F,Other,bee,3,animal,6.628041
T2,F,Other,chicken,7,animal,6.532334
T2,F,Other,leek,4,plant,6.530878
T2,F,Other,carrot,6,plant,6.603944
T2,F,Other,sheep,5,animal,6.569481
T2,F,Other,owl,3,animal,6.583409
T2,F,Other,snake,5,animal,6.768493
T2,F,Other,avocado,7,plant,6.803505
T2,F,Other,bunny,5,animal,7.036148
T2,F,Other,mushroom,8,plant,6.597146
T2,F,Other,ant,3,animal,6.514713
T2,F,Other,asparagus,9,plant,6.723832
T2,F,Other,fox,3,animal,6.542472
T2,F,Other,elephant,8,animal,7.223296
